ID,FacilityName,FacilityNameTemp,WorkRequest#,Facility#,Facility#Temp,FacilitySystem,FacilityGroup,FacilityFunction,FacilityID,Comments,Property,Building,Floor,Wing,Location,Model,SerialNo,InstallDate,Manufacturer,Capacity,IsNew,InputDate,UpdateDate,InputBy,UpdateBy,BSL,AAALAC,TJC,InventoryDate,InventoryBy,Status,TypeorUse,Size,CapacityHeadTest,FuelRefrigeration,MotorManufacturer,HP,MotorType,MotorSerialNo,MotorInstallDate,MotorModel,Frame,RPM,Voltage,Amperes,PhaseCycle,BSLClassification,TJCValue,PMSchedule,VOLTS,AMP,KVA,PH,W,NOofCKTS,CKTSUsed,VOLTSPRIMARY,VOLTSSECONDARY,ElectricalOther
12701,13 - VAV-6 - 12147,,HQC00564,12147,12147,VAV,Mechanical Equipment,VAV SINGLE DUCT AIR TERMINAL,VAV-6,,Bethesda,13,1,,1332,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12702,13 - VAV-7 - 12148,,HQC00564,12148,12148,VAV,Mechanical Equipment,VAV-7 SINGLE DUCT AIR TERMINAL,VAV-7,,Bethesda,13,1,,1329D,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12703,13 - CUH-1 - 12149,,HQC00564,12149,12149,Unit Heater,Mechanical Equipment,CUH-1 CABINET UNIT HEATER,CUH-1,,Bethesda,13,1,,1328,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12704,13 - UH-1 - 12150,,HQC00564,12150,12150,Unit Heater,Mechanical Equipment,UH-1 UNIT HEATER,UH-1,,Bethesda,13,1,,1328D,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12705,13 - UH-2 - 12151,,HQC00564,12151,12151,Unit Heater,Mechanical Equipment,UH-2 UNIT HEATER,UH-2,,Bethesda,13,1,,1328D,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12706,13 - PUMP-1 - 12152,,HQC00564,12152,12152,Pump,Mechanical Equipment,P-1 HEATING WATER PUMP,PUMP-1,,Bethesda,13,1,,1W83,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12707,13 - PUMP-2 - 12153,,HQC00564,12153,12153,Pump,Mechanical Equipment,P-2 HEATING WATER PUMP,PUMP-2,,Bethesda,13,1,,1W83,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12708,13 - PUMP-7 - 12154,,HQC00564,12154,12154,Pump,Mechanical Equipment,P-7 FREEZE PROTECTION PUMP,PUMP-7,,Bethesda,13,1,,1W38,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12709,13 - PUMP-8 - 12155,,HQC00564,12155,12155,Pump,Mechanical Equipment,P-8 FREEZE PROTECTION PUMP,PUMP-8,,Bethesda,13,1,,1W38,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12710,13 - CP1-CP2 - 12156,,HQC00564,12156,12156,Condensate Pump,Mechanical Equipment,CP1 / CP2 DUPLEX STEAM CONDENSATE PUMP,CP1-CP2,,Bethesda,13,1,,1W38,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12711,13 - EF-1 - 12157,,HQC00564,12157,12157,Exhaust Fan,Mechanical Equipment,EF-1 TOILET EXHAUST FAN,EF-1,,Bethesda,13,1,,1W38,,,,,,-1,28-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12713,13 - EF-1A - 12158,,HQC00564,12158,12158,Exhaust Fan,Mechanical Equipment,EXHAUST FAN FOR ELECTRIC ROOM,EF-1A,,Bethesda,13,1,,ELECTRIC ROOM,,,,,,-1,30-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12714,13 - AS-1 - 12159,,HQC00564,12159,12159,Air Separator,Mechanical Equipment,HOT WATER SYSTEM AIR SEPARATOR,AS-1,,Bethesda,13,1,,1W38,,,,,,-1,30-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12715,13 - ET-1 - 12160,,HQC00564,12160,12160,Expansion Tank,Mechanical Equipment,Hot water System Expansion Tank,ET-1,,Bethesda,13,1,,1w38,,,,,,-1,30-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12716,13 - HX-1 - 12161,,HQC00564,12161,12161,Heat Exchanger,Mechanical Equipment,STEAM TO WATER HEAT EXCHANGER,HX-1,,Bethesda,13,1,,1W38,,,,,,-1,30-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
12717,13 - HX-2 - 12162,,HQC00564,12162,12162,Heat Exchanger,Mechanical Equipment,STEAM TO WATER HEAT EXCHANGER,HX-2,,Bethesda,13,1,,1W38,,,,,,-1,30-Jan-13,26-Oct-15,"Myers, Thomas","Qi, Zhong",0,0,0,,,Active,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
75441,13 - VAV-9 - 12678,,HQC00565,12678,T75441,Air Terminal Unit,Mechanical Equipment,Exhaust Fan,VAV-9,,Bethesda,13,1,,Loading Dock,LMHS,,,Krueger,750 cfm,0,24-Jan-14,26-Oct-15,"Saleh, Aryan","Qi, Zhong",0,0,0,,,Active,Single Duct Air Terminal,"9""",1.7 gpm,,,,,,,,,,,,,,0,,,,,,,,,,,
75442,13 - VAV-10 - 12679,,HQC00565,12679,T75442,Air Terminal Unit,Mechanical Equipment,Single Duct Air Terminal,VAV-10,,Bethesda,13,1,,Loading Dock,LMHS,,,Krueger,,0,27-Jan-14,26-Oct-15,"Saleh, Aryan","Qi, Zhong",0,0,0,,,Active,Single Duct Air Terminal,"6""",300 cfm,,,,,,,,,,,,,,0,,,,,,,,,,,
